,store_id,order_id,product_id,price,profit,delivery_distance,planned_prep_time,region_id,order_price,items_count,prepared_on_time
33,8767.0,20562541.0,22.0,38.61,8.276453369496267,1702.0,15.0,717.0,44.78,2.0,1.0
34,4360.0,20562539.0,4.0,98.96000000000001,23.71113768102805,1863.0,25.0,707.0,318.84000000000003,2.0,1.0
35,4360.0,20562539.0,5.0,98.96000000000001,23.930167264913507,1863.0,25.0,707.0,318.84000000000003,2.0,1.0
36,8779.0,20562535.0,66.0,13.44,10.112000000000002,1416.0,30.0,683.0,69.32,3.0,1.0
37,8779.0,20562535.0,51.0,8.2,10.112000000000002,1416.0,30.0,683.0,69.32,3.0,1.0
38,8779.0,20562535.0,23.0,47.68,10.112000000000002,1416.0,30.0,683.0,69.32,3.0,1.0
39,11513.0,20562523.0,53.0,12.05,5.4984,1905.0,2.0,691.0,112.33,4.0,1.0
40,11513.0,20562523.0,7.0,51.94,5.4984,1905.0,2.0,691.0,112.33,4.0,1.0
41,11513.0,20562523.0,70.0,21.16,5.4984,1905.0,2.0,691.0,112.33,4.0,1.0
42,11513.0,20562523.0,58.0,27.18,5.4984,1905.0,2.0,691.0,112.33,4.0,1.0
43,5863.0,20562521.0,39.0,13.64,34.760000000000005,3868.0,15.0,703.0,208.01,2.0,1.0
44,5863.0,20562521.0,25.0,98.96000000000001,34.760000000000005,3868.0,15.0,703.0,208.01,2.0,1.0
45,11267.0,20562519.0,50.0,16.24,34.365,4743.0,15.0,683.0,47.55,2.0,1.0
46,11267.0,20562519.0,15.0,31.31,34.365,4743.0,15.0,683.0,47.55,2.0,1.0
47,10935.0,20562515.0,34.0,2.77,25.629578042030516,630.0,15.0,707.0,196.46,3.0,1.0
48,10935.0,20562515.0,4.0,98.96000000000001,25.28048258412764,630.0,15.0,707.0,196.46,3.0,1.0
49,10935.0,20562515.0,42.0,4.85,25.518976767325512,630.0,15.0,707.0,196.46,3.0,1.0
50,4050.0,20562509.0,11.0,23.2,4.424,1397.0,20.0,683.0,23.2,1.0,1.0
51,9787.0,20562503.0,15.0,31.31,12.482,3874.0,15.0,683.0,70.69,3.0,1.0
52,9787.0,20562503.0,56.0,30.83,12.482,3874.0,15.0,683.0,70.69,3.0,1.0
53,9787.0,20562503.0,20.0,8.55,12.482,3874.0,15.0,683.0,70.69,3.0,1.0
54,3503.0,20562489.0,36.0,23.48,11.534,9689.0,15.0,683.0,29.65,2.0,1.0
55,3503.0,20562489.0,54.0,6.17,11.534,9689.0,15.0,683.0,29.65,2.0,1.0
56,9499.0,20562485.0,7.0,51.94,31.68024671349758,2452.0,20.0,707.0,237.98,3.0,1.0
57,9499.0,20562485.0,29.0,93.02,31.23677436338039,2452.0,20.0,707.0,237.98,3.0,1.0
58,9499.0,20562485.0,29.0,93.02,31.23677436338039,2452.0,20.0,707.0,237.98,3.0,1.0
59,3982.0,20562473.0,21.0,1.56,13.259786943150175,2181.0,15.0,707.0,94.58,2.0,1.0
60,3982.0,20562473.0,29.0,93.02,12.797027344428898,2181.0,15.0,707.0,94.58,2.0,1.0
61,9383.0,20562453.0,20.0,8.55,9.875,2851.0,20.0,695.0,28.080000000000002,2.0,1.0
62,9383.0,20562453.0,55.0,19.53,9.875,2851.0,20.0,695.0,28.080000000000002,2.0,1.0
63,5212.0,20562447.0,17.0,89.49,21.8672,2646.0,20.0,683.0,118.81,2.0,1.0
64,5212.0,20562447.0,32.0,29.32,21.8672,2646.0,20.0,683.0,118.81,2.0,1.0
65,3338.0,20562437.0,16.0,28.04,34.313220976394405,2322.0,30.0,683.0,28.04,1.0,1.0
66,8569.0,20562433.0,6.0,7.56,84.925,2600.0,40.0,685.0,38.39,2.0,1.0
67,8569.0,20562433.0,56.0,30.83,84.925,2600.0,40.0,685.0,38.39,2.0,1.0
68,9371.0,20562431.0,23.0,47.68,15.01,6244.0,15.0,717.0,249.48000000000002,3.0,1.0
69,9371.0,20562431.0,4.0,98.96000000000001,15.01,6244.0,15.0,717.0,249.48000000000002,3.0,1.0
70,9371.0,20562431.0,46.0,12.96,15.01,6244.0,15.0,717.0,249.48000000000002,3.0,1.0
71,5335.0,20562417.0,67.0,3.93,5.53,710.0,15.0,707.0,7.58,2.0,1.0
72,5335.0,20562417.0,43.0,3.65,5.53,710.0,15.0,707.0,7.58,2.0,1.0
73,3522.0,20562409.0,38.0,66.85,62.568,9387.0,25.0,685.0,196.85,2.0,1.0
74,3522.0,20562409.0,5.0,98.96000000000001,62.568,9387.0,25.0,685.0,196.85,2.0,1.0
75,6915.0,20562407.0,69.0,8.11,12.64,1006.0,10.0,683.0,38.08,2.0,1.0
76,6915.0,20562407.0,2.0,29.97,12.64,1006.0,10.0,683.0,38.08,2.0,1.0
77,6691.0,20562405.0,45.0,12.07,101.4992,3143.0,30.0,683.0,206.44,2.0,1.0
78,6691.0,20562405.0,25.0,98.96000000000001,101.4992,3143.0,30.0,683.0,206.44,2.0,1.0
79,9739.0,20562403.0,13.0,42.99,6.32,1935.0,15.0,707.0,42.99,1.0,1.0
80,11087.0,20562401.0,10.0,30.28,107.44,4334.0,25.0,683.0,139.3,3.0,1.0
81,11087.0,20562401.0,55.0,19.53,107.44,4334.0,25.0,683.0,139.3,3.0,1.0
82,11087.0,20562401.0,17.0,89.49,107.44,4334.0,25.0,683.0,139.3,3.0,1.0
83,5955.0,20562399.0,49.0,4.0,22.91,3287.0,25.0,703.0,16.96,2.0,1.0
84,5955.0,20562399.0,46.0,12.96,22.91,3287.0,25.0,703.0,16.96,2.0,1.0
85,3503.0,20562395.0,46.0,12.96,37.525,5031.0,25.0,683.0,66.59,4.0,1.0
86,3503.0,20562395.0,31.0,23.45,37.525,5031.0,25.0,683.0,66.59,4.0,1.0
87,3503.0,20562395.0,55.0,19.53,37.525,5031.0,25.0,683.0,66.59,4.0,1.0
88,3503.0,20562395.0,59.0,10.65,37.525,5031.0,25.0,683.0,66.59,4.0,1.0
89,11065.0,20562385.0,2.0,29.97,97.96,4883.0,20.0,683.0,38.519999999999996,2.0,1.0
90,11065.0,20562385.0,20.0,8.55,97.96,4883.0,20.0,683.0,38.519999999999996,2.0,1.0
91,3196.0,20562381.0,11.0,23.2,18.328,2211.0,40.0,683.0,480.89,6.0,1.0
92,3196.0,20562381.0,4.0,98.96000000000001,18.328,2211.0,40.0,683.0,480.89,6.0,1.0
93,3196.0,20562381.0,44.0,98.96000000000001,18.328,2211.0,40.0,683.0,480.89,6.0,1.0
94,3196.0,20562381.0,68.0,31.91,18.328,2211.0,40.0,683.0,480.89,6.0,1.0
95,3196.0,20562381.0,17.0,89.49,18.328,2211.0,40.0,683.0,480.89,6.0,1.0
96,3196.0,20562381.0,54.0,6.17,18.328,2211.0,40.0,683.0,480.89,6.0,1.0
97,3750.0,20562379.0,10.0,30.28,124.425,1352.0,35.0,683.0,108.52,6.0,1.0
98,3750.0,20562379.0,27.0,21.03,124.425,1352.0,35.0,683.0,108.52,6.0,1.0
99,3750.0,20562379.0,21.0,1.56,124.425,1352.0,35.0,683.0,108.52,6.0,1.0
100,3750.0,20562379.0,56.0,30.83,124.425,1352.0,35.0,683.0,108.52,6.0,1.0
101,3750.0,20562379.0,8.0,17.26,124.425,1352.0,35.0,683.0,108.52,6.0,1.0
102,3750.0,20562379.0,6.0,7.56,124.425,1352.0,35.0,683.0,108.52,6.0,1.0
103,10511.0,20562377.0,34.0,2.77,15.642,805.0,20.0,683.0,2.77,1.0,1.0
104,4497.0,20562375.0,1.0,98.96000000000001,12.64,8386.0,25.0,707.0,117.22,1.0,1.0
105,8267.0,20562373.0,68.0,31.91,30.415,1379.0,20.0,689.0,59.379999999999995,2.0,1.0
106,8267.0,20562373.0,19.0,27.47,30.415,1379.0,20.0,689.0,59.379999999999995,2.0,1.0
107,9479.0,20562359.0,71.0,41.64,17.380000000000003,2486.0,25.0,683.0,51.2,2.0,1.0
108,9479.0,20562359.0,24.0,9.56,17.380000000000003,2486.0,25.0,683.0,51.2,2.0,1.0
109,11251.0,20562355.0,65.0,23.98,19.75,11057.0,15.0,689.0,23.98,1.0,1.0
110,4751.0,20562353.0,24.0,9.56,14.694,6190.0,25.0,691.0,208.03,5.0,1.0
111,4751.0,20562353.0,61.0,10.25,14.694,6190.0,25.0,691.0,208.03,5.0,1.0
112,4751.0,20562353.0,10.0,30.28,14.694,6190.0,25.0,691.0,208.03,5.0,1.0
113,4751.0,20562353.0,28.0,16.66,14.694,6190.0,25.0,691.0,208.03,5.0,1.0
114,4751.0,20562353.0,44.0,98.96000000000001,14.694,6190.0,25.0,691.0,208.03,5.0,1.0
115,9559.0,20562351.0,15.0,31.31,16.116,1278.0,15.0,717.0,44.95,2.0,1.0
116,9559.0,20562351.0,39.0,13.64,16.116,1278.0,15.0,717.0,44.95,2.0,1.0
117,8767.0,20562349.0,66.0,13.44,61.304,8251.0,20.0,717.0,36.489999999999995,3.0,1.0
118,8767.0,20562349.0,40.0,14.85,61.304,8251.0,20.0,717.0,36.489999999999995,3.0,1.0
119,8767.0,20562349.0,51.0,8.2,61.304,8251.0,20.0,717.0,36.489999999999995,3.0,1.0
120,10243.0,20562341.0,64.0,3.57,30.336,6342.0,25.0,689.0,38.0,3.0,1.0
121,10243.0,20562341.0,46.0,12.96,30.336,6342.0,25.0,689.0,38.0,3.0,1.0
122,10243.0,20562341.0,57.0,21.47,30.336,6342.0,25.0,689.0,38.0,3.0,1.0
123,11339.0,20562339.0,24.0,9.56,23.542,2695.0,30.0,707.0,430.3,5.0,1.0
124,11339.0,20562339.0,25.0,98.96000000000001,23.542,2695.0,30.0,707.0,430.3,5.0,1.0
125,11339.0,20562339.0,31.0,23.45,23.542,2695.0,30.0,707.0,430.3,5.0,1.0
126,11339.0,20562339.0,25.0,98.96000000000001,23.542,2695.0,30.0,707.0,430.3,5.0,1.0
127,11339.0,20562339.0,20.0,8.55,23.542,2695.0,30.0,707.0,430.3,5.0,1.0
128,3978.0,20562335.0,19.0,27.47,32.232,1126.0,25.0,695.0,50.95,2.0,1.0
129,3978.0,20562335.0,36.0,23.48,32.232,1126.0,25.0,695.0,50.95,2.0,1.0
130,11739.0,20562333.0,70.0,21.16,101.752,6669.0,20.0,685.0,37.519999999999996,2.0,1.0
131,11739.0,20562333.0,18.0,16.36,101.752,6669.0,20.0,685.0,37.519999999999996,2.0,1.0
132,3148.0,20562329.0,69.0,8.11,73.1224,1891.0,25.0,683.0,115.43,4.0,1.0
133,3148.0,20562329.0,43.0,3.65,73.1224,1891.0,25.0,683.0,115.43,4.0,1.0
134,3148.0,20562329.0,29.0,93.02,73.1224,1891.0,25.0,683.0,115.43,4.0,1.0
135,3148.0,20562329.0,59.0,10.65,73.1224,1891.0,25.0,683.0,115.43,4.0,1.0
136,7917.0,20562313.0,18.0,16.36,16.985,1948.0,20.0,703.0,109.38,2.0,1.0
137,7917.0,20562313.0,29.0,93.02,16.985,1948.0,20.0,703.0,109.38,2.0,1.0
138,9991.0,20562309.0,54.0,6.17,18.96,1757.0,15.0,683.0,6.17,1.0,1.0
139,9859.0,20562299.0,63.0,8.91,10.586,356.0,20.0,703.0,51.24,3.0,1.0
140,9859.0,20562299.0,10.0,30.28,10.586,356.0,20.0,703.0,51.24,3.0,1.0
141,9859.0,20562299.0,53.0,12.05,10.586,356.0,20.0,703.0,51.24,3.0,1.0
142,9373.0,20562295.0,7.0,51.94,43.45,2452.0,20.0,683.0,82.77,2.0,1.0
143,9373.0,20562295.0,56.0,30.83,43.45,2452.0,20.0,683.0,82.77,2.0,1.0
144,3503.0,20562293.0,44.0,98.96000000000001,39.895,1942.0,25.0,683.0,165.55,3.0,1.0
145,3503.0,20562293.0,62.0,14.02,39.895,1942.0,25.0,683.0,165.55,3.0,1.0
146,3503.0,20562293.0,61.0,10.25,39.895,1942.0,25.0,683.0,165.55,3.0,1.0
147,10825.0,20562285.0,36.0,23.48,46.136,4031.0,25.0,683.0,57.37,4.0,1.0
148,10825.0,20562285.0,41.0,7.04,46.136,4031.0,25.0,683.0,57.37,4.0,1.0
149,10825.0,20562285.0,11.0,23.2,46.136,4031.0,25.0,683.0,57.37,4.0,1.0
150,10825.0,20562285.0,43.0,3.65,46.136,4031.0,25.0,683.0,57.37,4.0,1.0
151,11415.0,20562273.0,27.0,21.03,12.64,1759.0,15.0,707.0,162.31,2.0,0.0
152,11415.0,20562273.0,44.0,98.96000000000001,12.64,1759.0,15.0,707.0,162.31,2.0,0.0
153,4482.0,20562269.0,10.0,30.28,68.256,2032.0,30.0,683.0,73.99000000000001,2.0,1.0
154,4482.0,20562269.0,48.0,43.71,68.256,2032.0,30.0,683.0,73.99000000000001,2.0,1.0
155,3196.0,20562261.0,37.0,68.74,22.120000000000005,2973.0,40.0,683.0,197.25,5.0,1.0
156,3196.0,20562261.0,30.0,87.3,22.120000000000005,2973.0,40.0,683.0,197.25,5.0,1.0
157,3196.0,20562261.0,31.0,23.45,22.120000000000005,2973.0,40.0,683.0,197.25,5.0,1.0
158,3196.0,20562261.0,51.0,8.2,22.120000000000005,2973.0,40.0,683.0,197.25,5.0,1.0
159,3196.0,20562261.0,24.0,9.56,22.120000000000005,2973.0,40.0,683.0,197.25,5.0,1.0
160,11415.0,20562257.0,3.0,53.45,3.95,1371.0,10.0,707.0,53.45,1.0,1.0
161,11087.0,20562253.0,51.0,8.2,64.385,4858.0,25.0,683.0,157.68,3.0,1.0
162,11087.0,20562253.0,51.0,8.2,64.385,4858.0,25.0,683.0,157.68,3.0,1.0
163,11087.0,20562253.0,44.0,98.96000000000001,64.385,4858.0,25.0,683.0,157.68,3.0,1.0
164,4624.0,20562249.0,19.0,27.47,12.166,5003.0,25.0,707.0,180.92,3.0,1.0
165,4624.0,20562249.0,5.0,98.96000000000001,12.166,5003.0,25.0,707.0,180.92,3.0,1.0
166,4624.0,20562249.0,31.0,23.45,12.166,5003.0,25.0,707.0,180.92,3.0,1.0
167,8315.0,20562245.0,65.0,23.98,45.82,6564.0,20.0,683.0,147.5,5.0,1.0
168,8315.0,20562245.0,8.0,17.26,45.82,6564.0,20.0,683.0,147.5,5.0,1.0
169,8315.0,20562245.0,18.0,16.36,45.82,6564.0,20.0,683.0,147.5,5.0,1.0
170,8315.0,20562245.0,37.0,68.74,45.82,6564.0,20.0,683.0,147.5,5.0,1.0
171,8315.0,20562245.0,70.0,21.16,45.82,6564.0,20.0,683.0,147.5,5.0,1.0
172,7331.0,20562243.0,39.0,13.64,43.845,4338.0,50.0,695.0,25.75,3.0,1.0
173,7331.0,20562243.0,49.0,4.0,43.845,4338.0,50.0,695.0,25.75,3.0,1.0
174,7331.0,20562243.0,69.0,8.11,43.845,4338.0,50.0,695.0,25.75,3.0,1.0
175,3219.0,20562241.0,66.0,13.44,7.505000000000001,5840.0,35.0,685.0,44.269999999999996,2.0,1.0
176,3219.0,20562241.0,56.0,30.83,7.505000000000001,5840.0,35.0,685.0,44.269999999999996,2.0,1.0
177,3750.0,20562233.0,11.0,23.2,130.824,2979.0,30.0,683.0,54.6,3.0,0.0
178,3750.0,20562233.0,19.0,27.47,130.824,2979.0,30.0,683.0,54.6,3.0,0.0
179,3750.0,20562233.0,67.0,3.93,130.824,2979.0,30.0,683.0,54.6,3.0,0.0
180,3058.0,20562227.0,60.0,13.97,57.275,1030.0,20.0,683.0,60.68,3.0,1.0
181,3058.0,20562227.0,58.0,27.18,57.275,1030.0,20.0,683.0,60.68,3.0,1.0
182,3058.0,20562227.0,55.0,19.53,57.275,1030.0,20.0,683.0,60.68,3.0,1.0
183,7283.0,20562225.0,39.0,13.64,43.608,8657.0,15.0,707.0,65.58,2.0,0.0
184,7283.0,20562225.0,7.0,51.94,43.608,8657.0,15.0,707.0,65.58,2.0,0.0
185,3053.0,20562223.0,38.0,66.85,30.02,3390.0,40.0,683.0,85.77,3.0,1.0
186,3053.0,20562223.0,33.0,8.27,30.02,3390.0,40.0,683.0,85.77,3.0,1.0
187,3053.0,20562223.0,59.0,10.65,30.02,3390.0,40.0,683.0,85.77,3.0,1.0
188,8717.0,20562221.0,32.0,29.32,10.112000000000002,1861.0,10.0,683.0,38.88,2.0,1.0
189,8717.0,20562221.0,24.0,9.56,10.112000000000002,1861.0,10.0,683.0,38.88,2.0,1.0
190,4710.0,20562219.0,59.0,10.65,13.825,4013.0,15.0,703.0,10.65,1.0,1.0
191,5863.0,20562209.0,9.0,18.12,18.6773783261915,4653.0,15.0,703.0,34.480000000000004,2.0,1.0
192,5863.0,20562209.0,18.0,16.36,18.569105943707655,4653.0,15.0,703.0,34.480000000000004,2.0,1.0
193,3058.0,20562207.0,67.0,3.93,68.256,2591.0,20.0,683.0,12.04,2.0,0.0
194,3058.0,20562207.0,69.0,8.11,68.256,2591.0,20.0,683.0,12.04,2.0,0.0
195,5528.0,20562193.0,17.0,89.49,102.305,5174.0,20.0,685.0,237.68,6.0,1.0
196,5528.0,20562193.0,30.0,87.3,102.305,5174.0,20.0,685.0,237.68,6.0,1.0
197,5528.0,20562193.0,8.0,17.26,102.305,5174.0,20.0,685.0,237.68,6.0,1.0
198,5528.0,20562193.0,45.0,12.07,102.305,5174.0,20.0,685.0,237.68,6.0,1.0
199,5528.0,20562193.0,31.0,23.45,102.305,5174.0,20.0,685.0,237.68,6.0,1.0
200,5528.0,20562193.0,69.0,8.11,102.305,5174.0,20.0,685.0,237.68,6.0,1.0
201,4751.0,20562187.0,35.0,14.18,5.53,3374.0,25.0,691.0,14.18,1.0,1.0
202,4751.0,20562181.0,9.0,18.12,7.584,5847.0,25.0,691.0,18.12,1.0,1.0
203,3503.0,20562179.0,47.0,5.74,10.428,2886.0,20.0,683.0,124.94999999999999,3.0,1.0
204,3503.0,20562179.0,30.0,87.3,10.428,2886.0,20.0,683.0,124.94999999999999,3.0,1.0
205,3503.0,20562179.0,68.0,31.91,10.428,2886.0,20.0,683.0,124.94999999999999,3.0,1.0
206,5212.0,20562177.0,45.0,12.07,36.76415271983933,5210.0,20.0,683.0,20.34,2.0,1.0
207,5212.0,20562177.0,33.0,8.27,36.932733840449146,5210.0,20.0,683.0,20.34,2.0,1.0
208,9859.0,20562171.0,51.0,8.2,17.38,2159.0,20.0,703.0,13.94,2.0,1.0
209,9859.0,20562171.0,47.0,5.74,17.38,2159.0,20.0,703.0,13.94,2.0,1.0
210,8201.0,20562169.0,21.0,1.56,63.328802987527524,2570.0,25.0,695.0,68.05,5.0,1.0
211,8201.0,20562169.0,16.0,28.04,63.28847523486547,2570.0,25.0,695.0,68.05,5.0,1.0
212,8201.0,20562169.0,21.0,1.56,63.328802987527524,2570.0,25.0,695.0,68.05,5.0,1.0
213,8201.0,20562169.0,66.0,13.44,62.705961615044544,2570.0,25.0,695.0,68.05,5.0,1.0
214,8201.0,20562169.0,31.0,23.45,63.11454855155989,2570.0,25.0,695.0,68.05,5.0,1.0
215,10881.0,20562167.0,55.0,19.53,7.109999999999999,2824.0,10.0,707.0,40.56,2.0,1.0
216,10881.0,20562167.0,27.0,21.03,7.109999999999999,2824.0,10.0,707.0,40.56,2.0,1.0
217,9887.0,20562163.0,57.0,21.47,60.04,3657.0,25.0,685.0,49.519999999999996,3.0,1.0
218,9887.0,20562163.0,42.0,4.85,60.04,3657.0,25.0,685.0,49.519999999999996,3.0,1.0
219,9887.0,20562163.0,11.0,23.2,60.04,3657.0,25.0,685.0,49.519999999999996,3.0,1.0
220,8679.0,20562159.0,37.0,68.74,19.75,227.0,45.0,707.0,112.44999999999999,2.0,1.0
221,8679.0,20562159.0,48.0,43.71,19.75,227.0,45.0,707.0,112.44999999999999,2.0,1.0
222,6399.0,20562147.0,30.0,87.3,68.256,3937.0,33.0,683.0,131.01,2.0,1.0
223,6399.0,20562147.0,48.0,43.71,68.256,3937.0,33.0,683.0,131.01,2.0,1.0
224,11575.0,20562145.0,64.0,3.57,10.112000000000002,5041.0,20.0,691.0,144.85,2.0,1.0
225,11575.0,20562145.0,44.0,98.96000000000001,10.112000000000002,5041.0,20.0,691.0,144.85,2.0,1.0
226,3149.0,20562143.0,36.0,23.48,26.465,3730.0,25.0,685.0,31.68,2.0,0.0
227,3149.0,20562143.0,51.0,8.2,26.465,3730.0,25.0,685.0,31.68,2.0,0.0
228,3255.0,20562123.0,35.0,14.18,43.2604,4596.0,35.0,683.0,27.82,2.0,0.0
229,3255.0,20562123.0,39.0,13.64,43.2604,4596.0,35.0,683.0,27.82,2.0,0.0
230,5863.0,20562121.0,2.0,29.97,48.98,2649.0,15.0,703.0,209.86,3.0,1.0
231,5863.0,20562121.0,44.0,98.96000000000001,48.98,2649.0,15.0,703.0,209.86,3.0,1.0
232,5863.0,20562121.0,22.0,38.61,48.98,2649.0,15.0,703.0,209.86,3.0,1.0
233,6763.0,20562117.0,68.0,31.91,38.394,3631.0,20.0,683.0,119.21,2.0,0.0
234,6763.0,20562117.0,30.0,87.3,38.394,3631.0,20.0,683.0,119.21,2.0,0.0
235,10935.0,20562109.0,23.0,47.68,30.336,4494.0,15.0,707.0,66.48,3.0,1.0
236,10935.0,20562109.0,20.0,8.55,30.336,4494.0,15.0,707.0,66.48,3.0,1.0
237,10935.0,20562109.0,61.0,10.25,30.336,4494.0,15.0,707.0,66.48,3.0,1.0
238,9991.0,20562105.0,42.0,4.85,36.577,3471.0,15.0,683.0,31.0,4.0,1.0
239,9991.0,20562105.0,45.0,12.07,36.577,3471.0,15.0,683.0,31.0,4.0,1.0
240,9991.0,20562105.0,41.0,7.04,36.577,3471.0,15.0,683.0,31.0,4.0,1.0
241,9991.0,20562105.0,41.0,7.04,36.577,3471.0,15.0,683.0,31.0,4.0,1.0
242,11449.0,20562101.0,25.0,98.96000000000001,6.32,4730.0,20.0,695.0,194.37,1.0,1.0
243,10897.0,20562093.0,44.0,98.96000000000001,36.656,1865.0,15.0,683.0,258.5,2.0,1.0
244,10897.0,20562093.0,1.0,98.96000000000001,36.656,1865.0,15.0,683.0,258.5,2.0,1.0
245,11449.0,20562081.0,38.0,66.85,1.106,1887.0,20.0,695.0,66.85,1.0,1.0
246,3503.0,20562077.0,30.0,87.3,15.957999999999998,14120.0,20.0,683.0,280.83000000000004,3.0,1.0
247,3503.0,20562077.0,4.0,98.96000000000001,15.957999999999998,14120.0,20.0,683.0,280.83000000000004,3.0,1.0
248,3503.0,20562077.0,26.0,4.69,15.957999999999998,14120.0,20.0,683.0,280.83000000000004,3.0,1.0
249,8927.0,20562075.0,40.0,14.85,27.82602278140621,6714.0,20.0,685.0,14.85,1.0,0.0
250,11449.0,20562071.0,68.0,31.91,2.765,4363.0,20.0,695.0,31.91,1.0,1.0
251,3196.0,20562067.0,52.0,29.57,43.31099026910215,2132.0,20.0,683.0,72.46,3.0,1.0
252,3196.0,20562067.0,16.0,28.04,43.777845706809785,2132.0,20.0,683.0,72.46,3.0,1.0
253,3196.0,20562067.0,40.0,14.85,43.52259632703863,2132.0,20.0,683.0,72.46,3.0,1.0
254,3496.0,20562063.0,18.0,16.36,53.212183935122084,1759.0,40.0,683.0,20.009999999999998,2.0,0.0
255,3496.0,20562063.0,43.0,3.65,52.94224259324528,1759.0,40.0,683.0,20.009999999999998,2.0,0.0
256,5626.0,20562061.0,53.0,12.05,48.032,3662.0,20.0,683.0,55.97,3.0,1.0
257,5626.0,20562061.0,10.0,30.28,48.032,3662.0,20.0,683.0,55.97,3.0,1.0
258,5626.0,20562061.0,39.0,13.64,48.032,3662.0,20.0,683.0,55.97,3.0,1.0
259,5014.0,20562059.0,25.0,98.96000000000001,80.26400000000001,3699.0,15.0,683.0,270.15,4.0,1.0
260,5014.0,20562059.0,57.0,21.47,80.26400000000001,3699.0,15.0,683.0,270.15,4.0,1.0
261,5014.0,20562059.0,36.0,23.48,80.26400000000001,3699.0,15.0,683.0,270.15,4.0,1.0
262,5014.0,20562059.0,56.0,30.83,80.26400000000001,3699.0,15.0,683.0,270.15,4.0,1.0
263,9319.0,20562055.0,13.0,42.99,10.428,4598.0,15.0,683.0,42.99,1.0,0.0
264,4645.0,20562047.0,54.0,6.17,16.546006209228835,3337.0,15.0,703.0,22.53,2.0,1.0
265,4645.0,20562047.0,18.0,16.36,16.96668469955057,3337.0,15.0,703.0,22.53,2.0,1.0
266,4984.0,20562041.0,7.0,51.94,39.5,766.0,30.0,693.0,75.39,2.0,0.0
